No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
8327,2014,2,10,22,80,81,31,81,1900,20,-7.9,1023.5,-13.3,0,SW,0.7,Gucheng
8328,2014,2,10,23,71,61,27,90,1900,9,-8.4,1023.3,-13.6,0,ESE,0.4,Gucheng
8089,2014,2,1,0,165,190,57,71,2600,5,0.1,1009.6,-6.3,0,NNW,0.5,Huairou
8090,2014,2,1,1,170,182,57,67,2200,5,0.3,1009.5,-6.4,0,NW,0.6,Huairou
8091,2014,2,1,2,143,146,62,53,2100,11,0.3,1009.5,-6.4,0,SE,0.5,Huairou
8092,2014,2,1,3,152,174,60,61,2200,6,0.5,1008.9,-5.9,0,NW,0.9,Huairou
8093,2014,2,1,4,158,166,71,67,2200,5,0.6,1008.6,-5.9,0,WNW,0.8,Huairou
8094,2014,2,1,5,150,153,71,59,2200,9,0.8,1008.1,-5.7,0,N,0.5,Huairou
8095,2014,2,1,6,146,148,65,55,2200,8,0.7,1008.5,-5.5,0,W,0.6,Huairou
8096,2014,2,1,7,145,138,64,53,2300,9,0.8,1008.4,-5.5,0,NE,0.5,Huairou
8097,2014,2,1,8,130,125,53,36,1700,21,1.2,1008.8,-5.3,0,SSE,0.5,Huairou
8098,2014,2,1,9,125,126,48,29,1400,26,1.8,1009.1,-5.2,0,ESE,0.6,Huairou
8099,2014,2,1,10,129,137,47,29,1200,31,2.6,1008.6,-4.6,0,ESE,0.6,Huairou
8100,2014,2,1,11,128,131,52,38,1400,26,3.4,1008,-4.6,0,SE,0.5,Huairou
8101,2014,2,1,12,146,151,101,55,1800,18,4.1,1006.8,-4.9,0,SE,1,Huairou
8102,2014,2,1,13,144,135,96,49,1800,31,4,1006,-5,0,ESE,0.9,Huairou
8103,2014,2,1,14,157,179,90,58,2000,29,4.1,1005.5,-3.7,0,SE,0.9,Huairou
8104,2014,2,1,15,175,186,91,56,2100,30,4,1005.3,-0.2,0,SSE,0.9,Huairou
8105,2014,2,1,16,150,180,51,44,1700,27,3.4,1004.6,-1,0,SE,0.8,Huairou
8106,2014,2,1,17,165,162,59,62,2000,15,3.1,1004.6,-0.4,0,ESE,0.7,Huairou
8107,2014,2,1,18,145,150,47,52,2000,16,3,1004.3,0.4,0,WSW,0.6,Huairou
8108,2014,2,1,19,124,109,37,56,2200,4,2.6,1004.1,0.5,0,SSW,1.1,Huairou
8109,2014,2,1,20,133,118,36,60,1900,1,2.5,1004.2,0.6,0,SW,1,Huairou
8110,2014,2,1,21,128,109,30,57,2300,1,2.2,1003.5,0.6,0,S,1,Huairou
8111,2014,2,1,22,136,122,27,59,2400,1,2,1003.6,0.5,0,SW,0.9,Huairou
8112,2014,2,1,23,119,109,23,62,2400,1,1.8,1003.4,0.3,0,NE,0.6,Huairou
8113,2014,2,2,0,111,95,22,59,2100,3,1.6,1002.8,0.1,0,NNE,0.6,Huairou
8114,2014,2,2,1,116,101,23,56,2300,2,1.5,1002.8,0,0,ESE,0.5,Huairou
8115,2014,2,2,2,123,102,23,53,2600,2,1.4,1002.6,0.1,0,N,0.6,Huairou
8116,2014,2,2,3,130,113,20,51,2800,2,1.3,1002.3,0,0,E,0.7,Huairou
8117,2014,2,2,4,125,117,18,53,2600,1,1.3,1002.6,0,0,NE,0.8,Huairou
8118,2014,2,2,5,134,129,20,54,2800,1,1.3,1003.5,0.1,0,ENE,0.6,Huairou
8119,2014,2,2,6,140,150,21,52,2800,1,0.3,1004.1,-0.7,0,NW,1.2,Huairou
8120,2014,2,2,7,142,168,20,53,2700,1,0.9,1004.8,-0.9,0,W,0.6,Huairou
8121,2014,2,2,8,125,154,14,51,2600,2,1.6,1005.9,-0.8,0,WNW,0.7,Huairou
8122,2014,2,2,9,133,102,39,48,2300,14,7,1006.5,-13.9,0,NE,3,Huairou
8123,2014,2,2,10,132,114,55,40,2000,36,7.4,1006.8,-14.8,0,NNE,3.9,Huairou
8124,2014,2,2,11,35,6,10,10,600,86,7.4,1006.4,-16.1,0,NNE,2.9,Huairou
8125,2014,2,2,12,8,64,6,7,500,93,8,1005.4,-17.1,0,NNE,2.3,Huairou
8126,2014,2,2,13,8,68,4,5,400,94,8.2,1005,-17.8,0,N,2.5,Huairou
8127,2014,2,2,14,13,54,10,4,400,95,7.4,1006,-20.2,0,NNE,2.8,Huairou
8128,2014,2,2,15,6,39,14,6,500,93,6.4,1007.3,-22,0,N,3.2,Huairou
8129,2014,2,2,16,7,37,12,5,400,94,5.1,1008.1,-23,0,N,2.8,Huairou
8130,2014,2,2,17,9,27,36,9,500,89,4.2,1009.4,-24.8,0,NNE,3.1,Huairou
8131,2014,2,2,18,12,9,80,17,500,80,3.4,1010.9,-26.6,0,NNW,2.1,Huairou
8132,2014,2,2,19,11,7,40,14,400,85,2.5,1011.6,-28.6,0,NW,2.1,Huairou
8133,2014,2,2,20,10,9,9,10,400,86,1.6,1011.9,-29.3,0,NNE,1.8,Huairou
8134,2014,2,2,21,6,7,19,8,400,90,1.4,1012.4,-29.4,0,N,1.9,Huairou
8135,2014,2,2,22,9,11,25,9,500,87,1.1,1013.2,-29.6,0,N,1.4,Huairou
8136,2014,2,2,23,10,6,54,12,600,82,-0.6,1013.9,-26.6,0,SE,1.1,Huairou
8137,2014,2,3,0,12,16,53,18,600,71,-1.1,1014.4,-27,0,ESE,1.1,Huairou
8138,2014,2,3,1,11,11,50,19,600,69,-0.9,1015.1,-23.6,0,W,1.9,Huairou
8139,2014,2,3,2,7,31,23,14,600,77,-1.1,1016.3,-20.2,0,WNW,4,Huairou
8140,2014,2,3,3,7,66,2,NA,200,94,-2.5,1017.2,-24.3,0,NW,1.3,Huairou
8141,2014,2,3,4,3,6,2,NA,100,91,-3.2,1018,-27.8,0,NNW,1.2,Huairou
8142,2014,2,3,5,3,6,1,NA,100,92,-4.6,1018.5,-28.9,0,W,1.1,Huairou
8143,2014,2,3,6,5,6,2,2,200,89,-6.3,1019.1,-29.5,0,NNW,1.1,Huairou
8144,2014,2,3,7,5,12,1,NA,200,91,-5.9,1019.6,-28.5,0,W,1.2,Huairou
8145,2014,2,3,8,7,17,3,3,200,88,-3.1,1019.8,-28.6,0,W,2.1,Huairou
8146,2014,2,3,9,4,12,1,3,200,86,-2.2,1019.4,-28.8,0,W,3.4,Huairou
8147,2014,2,3,10,3,12,1,NA,200,88,-1,1018.6,-28.9,0,W,2.7,Huairou
8148,2014,2,3,11,3,6,1,2,200,89,0.5,1017.8,-30.1,0,NW,2.9,Huairou
8149,2014,2,3,12,11,33,1,NA,200,92,0,1017,-30.5,0,WNW,5.1,Huairou
8150,2014,2,3,13,7,95,1,NA,200,94,0.1,1016.4,-30.4,0,WNW,5.2,Huairou
8151,2014,2,3,14,3,65,1,NA,200,94,0.5,1016,-30.1,0,WNW,4.6,Huairou
8152,2014,2,3,15,3,35,2,2,200,94,-0.1,1016.6,-30.6,0,NNW,4,Huairou
8153,2014,2,3,16,5,54,3,2,200,94,-0.9,1016.9,-29.9,0,WNW,2.8,Huairou
8154,2014,2,3,17,4,57,7,6,200,89,-1.7,1018.2,-29.4,0,NW,3,Huairou
8155,2014,2,3,18,4,23,3,4,200,90,-2.1,1019,-29.7,0,NW,1.9,Huairou
8156,2014,2,3,19,4,27,3,4,300,89,-3.4,1019.2,-30.8,0,NNW,1,Huairou
8157,2014,2,3,20,3,33,5,6,300,85,-3,1019.1,-29.4,0,NW,3.4,Huairou
8158,2014,2,3,21,6,33,12,8,300,81,-3.3,1019.6,-29.7,0,WNW,1.9,Huairou
8159,2014,2,3,22,5,31,2,2,300,86,-3.3,1019.6,-29.7,0,WNW,2.7,Huairou
8160,2014,2,3,23,3,49,1,NA,200,87,-3.8,1019.9,-29.1,0,WNW,1.8,Huairou
8161,2014,2,4,0,4,37,1,NA,300,87,-4.1,1020.3,-29.4,0,W,1.8,Huairou
8162,2014,2,4,1,5,29,1,NA,300,88,-4.6,1020.5,-29.8,0,W,2.5,Huairou
8163,2014,2,4,2,8,33,1,NA,300,88,-4.9,1020.7,-30.9,0,W,3.7,Huairou
8164,2014,2,4,3,4,30,1,NA,300,87,-6,1021,-30.9,0,WSW,1.5,Huairou
8165,2014,2,4,4,3,13,1,NA,300,87,-5.9,1020.6,-30.8,0,WNW,2.2,Huairou
8166,2014,2,4,5,NA,NA,NA,NA,NA,NA,-7.2,1020.3,-31,0,W,0.7,Huairou
8167,2014,2,4,6,3,13,1,NA,300,87,-9.6,1021.3,-29.6,0,ENE,0.8,Huairou
8168,2014,2,4,7,5,6,4,5,400,78,-9.5,1022.1,-28.4,0,NNE,1.2,Huairou
8169,2014,2,4,8,25,52,55,46,900,26,-6.2,1022.8,-28.7,0,ENE,0.7,Huairou
8170,2014,2,4,9,35,57,74,43,900,36,-4,1022.7,-30.2,0,WNW,2.1,Huairou
8171,2014,2,4,10,18,9,18,9,500,71,-2.8,1022.2,-28.3,0,ENE,1.9,Huairou
8172,2014,2,4,11,6,6,13,5,400,79,-2,1021.6,-28.6,0,E,1,Huairou
8173,2014,2,4,12,12,6,19,8,500,79,-0.9,1020.4,-28.8,0,E,1.5,Huairou
8174,2014,2,4,13,11,6,26,9,400,81,-0.8,1018.8,-28.7,0,ESE,2.2,Huairou
8175,2014,2,4,14,14,6,25,8,400,83,0.3,1018.2,-27.9,0,E,1.1,Huairou
8176,2014,2,4,15,13,7,20,10,400,83,-0.7,1018.2,-27.6,0,ESE,1.4,Huairou
8177,2014,2,4,16,12,6,21,10,400,84,-1.8,1018,-28.5,0,E,0.9,Huairou
8178,2014,2,4,17,15,19,34,19,500,74,-3,1018,-27.6,0,N,1.1,Huairou
8179,2014,2,4,18,16,35,26,24,500,66,-4.3,1018.8,-22.9,0,W,0.8,Huairou
8180,2014,2,4,19,35,51,28,31,700,55,-5.3,1019.3,-23.2,0,WNW,1.2,Huairou
8181,2014,2,4,20,80,111,45,44,1000,36,-5.8,1019.7,-24.7,0,NW,0.8,Huairou
8182,2014,2,4,21,143,152,39,36,1000,38,-6.3,1020.1,-24.6,0,WNW,0.6,Huairou
8183,2014,2,4,22,42,52,24,20,800,52,-6.6,1020.5,-24.8,0,SW,0.5,Huairou
8184,2014,2,4,23,37,42,20,18,900,50,-7.1,1020.6,-21.4,0,NNW,0.6,Huairou
8185,2014,2,5,0,50,62,26,28,1100,38,-7.4,1020.3,-20.3,0,NW,0.8,Huairou
8186,2014,2,5,1,50,65,25,52,1300,16,-7.9,1020,-21.1,0,NW,0.8,Huairou
8187,2014,2,5,2,53,60,32,50,1400,17,-8.8,1019.9,-20.9,0,WNW,0.9,Huairou
8188,2014,2,5,3,52,55,27,55,1500,8,-9.8,1020,-20.3,0,WNW,1.1,Huairou
8189,2014,2,5,4,41,36,21,26,1200,30,-10.3,1019.6,-22.5,0,SSE,0.5,Huairou
8190,2014,2,5,5,35,41,15,15,1200,36,-11,1019.9,-21.4,0,NW,0.8,Huairou
8191,2014,2,5,6,41,54,22,32,1300,22,-11.5,1020.6,-19.6,0,SW,0.6,Huairou
8192,2014,2,5,7,36,40,15,17,1100,34,-11.2,1020.5,-21.9,0,SE,0.6,Huairou
8193,2014,2,5,8,39,56,26,30,1300,23,-8.3,1021.2,-21.8,0,ENE,0.5,Huairou
8194,2014,2,5,9,47,78,47,45,1300,17,-4.9,1021.3,-22,0,ESE,0.7,Huairou
8195,2014,2,5,10,39,36,41,32,900,33,-2.6,1021,-22,0,ENE,0.6,Huairou
8196,2014,2,5,11,43,45,62,30,1000,38,-0.7,1020,-19.8,0,SE,1.1,Huairou
8197,2014,2,5,12,85,100,104,48,1800,35,0,1018.6,-18.2,0,SSE,0.8,Huairou
8198,2014,2,5,13,116,114,90,54,2000,42,0.9,1017.5,-14.4,0,SE,1.6,Huairou
8199,2014,2,5,14,117,132,70,44,1600,55,0.8,1017.8,-13,0,SW,1.4,Huairou
8200,2014,2,5,15,105,117,53,47,1400,52,0.7,1018,-12.7,0,SW,1.1,Huairou
8201,2014,2,5,16,115,132,59,63,1500,41,-0.7,1018.1,-11.5,0,SE,1.5,Huairou
8202,2014,2,5,17,118,136,60,59,1400,42,-1.8,1018.4,-11.4,0,NNE,0.6,Huairou
8203,2014,2,5,18,110,130,51,59,1300,32,-3.4,1018.7,-11.2,0,WNW,0.9,Huairou
8204,2014,2,5,19,121,133,53,65,1500,23,-4,1019.1,-11.5,0,WNW,1.1,Huairou
8205,2014,2,5,20,144,149,50,75,2000,12,-4.5,1019.3,-11.7,0,WNW,1,Huairou
8206,2014,2,5,21,149,144,39,67,2000,14,-5.3,1019.6,-11.7,0,W,0.9,Huairou
8207,2014,2,5,22,144,143,38,62,2000,15,-5.6,1019.6,-11.7,0,WNW,0.5,Huairou
8208,2014,2,5,23,135,131,33,56,1900,18,-6.3,1019.8,-11.2,0,SSE,0.6,Huairou
8209,2014,2,6,0,132,132,30,53,1900,17,-6.9,1019.6,-12.2,0,N,0.5,Huairou
8210,2014,2,6,1,132,125,30,49,1800,18,-7.3,1019.5,-12,0,WSW,0.7,Huairou
8211,2014,2,6,2,138,132,33,53,2000,11,-7.9,1019.7,-12.2,0,WNW,0.6,Huairou
8212,2014,2,6,3,132,122,30,51,1800,10,-8.3,1020.1,-12.5,0,N,0.5,Huairou
8213,2014,2,6,4,129,120,21,NA,1600,19,-8.5,1020.2,-12,0,N,0.5,Huairou
8214,2014,2,6,5,123,119,23,40,1600,18,-7.8,1020.9,-12,0,WNW,0.8,Huairou
8215,2014,2,6,6,129,135,34,56,2000,6,-7.6,1020.9,-11.6,0,NW,0.8,Huairou
8216,2014,2,6,7,127,125,35,54,1900,6,-7.2,1021.8,-11.7,0,NW,0.9,Huairou
8217,2014,2,6,8,128,123,41,55,1800,8,-5.4,1022.2,-11.1,0,NW,0.5,Huairou
8218,2014,2,6,9,131,124,60,52,1800,12,-3,1022.4,-11.7,0,NNE,0.5,Huairou
8219,2014,2,6,10,136,129,65,50,1700,22,-0.9,1021.8,-11.6,0,E,1.1,Huairou
8220,2014,2,6,11,134,115,71,40,1500,35,-0.1,1020.9,-11.8,0,ENE,1.3,Huairou
8221,2014,2,6,12,133,108,64,36,1300,47,1,1019.7,-12.1,0,E,0.7,Huairou
8222,2014,2,6,13,111,90,55,26,1000,68,1.6,1019.6,-12.2,0,SW,1,Huairou
8223,2014,2,6,14,107,91,62,33,1000,71,1.3,1019.9,-12.9,0,SW,1.3,Huairou
8224,2014,2,6,15,99,87,60,32,900,76,0.6,1020.2,-13.5,0,S,1.1,Huairou
8225,2014,2,6,16,86,73,60,32,900,80,0.2,1020.2,-13.5,0,SW,0.9,Huairou
8226,2014,2,6,17,90,89,59,39,1000,73,-0.7,1020.2,-12.7,0,NW,0.7,Huairou
8227,2014,2,6,18,99,91,65,56,1200,54,-1.8,1020.4,-12.5,0,WNW,0.7,Huairou
8228,2014,2,6,19,107,107,69,74,1400,36,-1.9,1020.6,-12.6,0,WNW,0.7,Huairou
8229,2014,2,6,20,129,135,65,83,2000,18,-2.3,1021.2,-12.6,0,WNW,0.7,Huairou
8230,2014,2,6,21,149,127,60,68,2000,24,-3,1021.5,-12.7,0,ESE,0.7,Huairou
8231,2014,2,6,22,124,104,57,54,1700,34,-2.2,1021.9,-10,0,NW,0.6,Huairou
8232,2014,2,6,23,187,212,79,81,3100,11,-2.3,1021.7,-7.6,0,E,0.9,Huairou
8233,2014,2,7,0,157,169,48,63,2400,15,-2.4,1021.3,-6.4,0,E,0.9,Huairou
8234,2014,2,7,1,125,120,39,51,1600,18,-2.5,1021.1,-6.9,0,ESE,0.9,Huairou
8235,2014,2,7,2,107,88,38,44,1400,28,-2.8,1020.8,-8.3,0,E,0.9,Huairou
8236,2014,2,7,3,108,96,46,45,1700,26,-3,1020,-9.1,0,SE,0.9,Huairou
8237,2014,2,7,4,109,81,66,48,1700,36,-3,1019.6,-9.7,0,E,0.7,Huairou
8238,2014,2,7,5,108,93,71,45,1900,40,-3.2,1019.5,-10.1,0,NW,0.6,Huairou
8239,2014,2,7,6,96,77,68,40,2000,48,-3.6,1019.6,-9.4,0,SW,0.7,Huairou
8240,2014,2,7,7,NA,NA,NA,NA,NA,NA,-4.6,1019.9,-6.4,0.1,WNW,0.8,Huairou
8241,2014,2,7,8,89,99,38,41,1800,41,-4.5,1019.9,-6.3,0.4,N,0.5,Huairou
8242,2014,2,7,9,93,96,25,42,1500,36,-4.2,1019.8,-6,0.5,SE,1,Huairou
8243,2014,2,7,10,85,69,24,31,1300,50,-4.3,1019.5,-6.3,0.3,SE,1.1,Huairou
8244,2014,2,7,11,107,80,33,37,1700,45,-4,1018.3,-6.3,0.4,SSE,1.2,Huairou
8245,2014,2,7,12,103,71,39,30,1700,52,-3.8,1017.2,-6.6,0.2,SE,0.9,Huairou
8246,2014,2,7,13,116,88,46,35,1800,51,-3.5,1016.3,-6,0.1,SE,0.8,Huairou
8247,2014,2,7,14,109,67,45,34,1800,56,-3.5,1015.6,-5.8,0.1,SE,0.9,Huairou
8248,2014,2,7,15,110,81,41,37,1700,59,-3.6,1015.3,-6.2,0,SW,0.8,Huairou
8249,2014,2,7,16,100,66,35,35,1500,63,-3.9,1015.2,-5.9,0,NNE,0.7,Huairou
8250,2014,2,7,17,117,89,26,44,1700,46,-4.2,1015.5,-6,0,WSW,0.6,Huairou
8251,2014,2,7,18,115,75,29,42,1500,51,-4.2,1015.7,-5.9,0,W,0.6,Huairou
8252,2014,2,7,19,119,97,33,48,1600,44,-4.1,1015.6,-5.8,0,SSW,0.5,Huairou
8253,2014,2,7,20,136,108,54,64,1700,24,-4.1,1015.7,-5.8,0.2,ENE,0.6,Huairou
8254,2014,2,7,21,135,102,48,49,1700,35,-4.2,1015.6,-5.6,0.1,N,0.6,Huairou
8255,2014,2,7,22,137,101,38,44,1700,35,-4.2,1015.4,-5.6,0.1,ENE,0.7,Huairou
8256,2014,2,7,23,130,90,39,40,1600,35,-4.3,1015.6,-5.8,0.2,E,0.7,Huairou
8257,2014,2,8,0,130,91,35,42,1700,30,-4.4,1015.7,-5.6,0.4,SE,0.6,Huairou
8258,2014,2,8,1,129,98,41,46,1800,23,-4.6,1015.9,-5.7,0.3,E,0.6,Huairou
8259,2014,2,8,2,139,98,31,45,1900,21,-4.9,1015.8,-6,0.2,NE,0.6,Huairou
8260,2014,2,8,3,140,95,35,45,2000,23,-5.8,1015.3,-6.8,0,NW,0.5,Huairou
8261,2014,2,8,4,137,87,25,NA,2000,15,-5.6,1015.2,-6.6,0,NE,1,Huairou
8262,2014,2,8,5,145,96,27,55,2400,11,-6.1,1015.3,-7.2,0,NNE,0.8,Huairou
8263,2014,2,8,6,144,99,38,59,2300,8,-7.7,1016.2,-8.9,0,WNW,1.1,Huairou
8264,2014,2,8,7,146,91,31,57,2200,7,-8.2,1016.8,-9.4,0,WNW,0.9,Huairou
8265,2014,2,8,8,135,91,14,43,1900,10,-6.5,1017.7,-7.9,0,WSW,0.6,Huairou
8266,2014,2,8,9,140,104,24,35,1700,24,-2.7,1018.3,-6.5,0,ESE,0.8,Huairou
8267,2014,2,8,10,171,116,99,50,2100,26,-0.7,1018.5,-8.2,0,E,1,Huairou
8268,2014,2,8,11,140,67,156,58,1800,41,1,1017.7,-10.8,0,SE,1,Huairou
8269,2014,2,8,12,85,6,66,32,1100,69,1.2,1017.1,-14.1,0,NNE,2.2,Huairou
8270,2014,2,8,13,26,6,19,13,400,87,2.4,1017.1,-13.9,0,WNW,1.2,Huairou
8271,2014,2,8,14,26,6,19,13,400,NA,0.2,1017.6,-16.2,0,ENE,2.6,Huairou
8272,2014,2,8,15,NA,NA,NA,NA,NA,NA,-0.6,1018.2,-16.5,0,NNE,2.2,Huairou
8273,2014,2,8,16,13,6,13,10,300,NA,-1.4,1019.4,-18,0,N,3.4,Huairou
8274,2014,2,8,17,NA,NA,NA,NA,NA,NA,-3.1,1020.7,-19.1,0,NNE,3.4,Huairou
8275,2014,2,8,18,12,6,12,13,300,83,-4.4,1022.2,-19.8,0,NNE,3.1,Huairou
8276,2014,2,8,19,9,6,6,10,300,85,-5.7,1024.1,-20.6,0,NNE,1.8,Huairou
8277,2014,2,8,20,11,6,8,10,300,82,-6.4,1025.2,-21.6,0,N,0.6,Huairou
8278,2014,2,8,21,9,11,16,10,300,80,-6.9,1025.7,-22.4,0,NNW,2.2,Huairou
8279,2014,2,8,22,13,11,74,14,900,72,-7.2,1026.5,-23.5,0,NNE,1.6,Huairou
8280,2014,2,8,23,9,10,55,12,400,73,-7.4,1027,-23.2,0,NNW,1.5,Huairou
8281,2014,2,9,0,11,12,21,8,400,78,-8,1027.6,-23,0,WNW,0.9,Huairou
8282,2014,2,9,1,6,6,6,5,400,78,-9.7,1028,-22.3,0,E,0.6,Huairou
8283,2014,2,9,2,6,6,NA,2,400,77,-11.7,1028,-20.1,0,W,0.8,Huairou
8284,2014,2,9,3,6,6,4,NA,NA,76,-12.5,1027.8,-19.9,0,NW,1,Huairou
8285,2014,2,9,4,7,6,5,NA,300,NA,-12.7,1028,-20.5,0,WNW,1.1,Huairou
8286,2014,2,9,5,11,6,4,NA,500,73,-13.8,1028.2,-20.3,0,WNW,1.7,Huairou
8287,2014,2,9,6,9,6,4,6,300,75,-12.9,1028.6,-20.9,0,WNW,1.4,Huairou
8288,2014,2,9,7,5,6,5,7,100,72,-11.3,1029.1,-19.9,0,SSE,0.6,Huairou
8289,2014,2,9,8,6,6,4,12,400,66,-7.4,1029.1,-21.3,0,NE,0.6,Huairou
8290,2014,2,9,9,13,20,5,9,400,70,-5.5,1028.9,-21.6,0,SSW,1.6,Huairou
8291,2014,2,9,10,14,6,4,4,300,80,-4.6,1028.5,-22.2,0,SSW,1.3,Huairou
8292,2014,2,9,11,8,6,3,2,200,86,-3,1027.4,-21.3,0,SW,1.8,Huairou
8293,2014,2,9,12,11,6,7,5,200,87,-2.6,1026.1,-21.4,0,SW,1.8,Huairou
8294,2014,2,9,13,3,6,13,9,300,88,-1,1025.1,-19.1,0,SW,1.3,Huairou
8295,2014,2,9,14,6,6,10,8,200,92,-0.3,1024.6,-20,0,SSW,1.3,Huairou
8296,2014,2,9,15,3,6,9,7,200,94,-0.9,1024.5,-20,0,SSW,1.2,Huairou
8297,2014,2,9,16,9,6,16,11,200,91,-1.7,1024.7,-20.2,0,S,1.4,Huairou
8298,2014,2,9,17,6,7,12,12,300,89,-3.6,1025.3,-18.7,0,SW,0.7,Huairou
8299,2014,2,9,18,15,6,11,22,300,77,-5.5,1026,-16.4,0,NNW,0.8,Huairou
8300,2014,2,9,19,27,28,19,41,600,55,-4.2,1026.4,-21.8,0,N,2.8,Huairou
8301,2014,2,9,20,33,32,42,50,700,43,-5.2,1027.3,-21.3,0,NNE,1.4,Huairou
8302,2014,2,9,21,16,17,85,22,300,75,-6,1027.6,-20.8,0,NW,1.2,Huairou
8303,2014,2,9,22,26,27,25,12,300,83,-7.2,1028.1,-21.1,0,E,1.2,Huairou
8304,2014,2,9,23,6,10,7,13,300,78,-7.9,1028.3,-21.4,0,NNE,1.4,Huairou
8305,2014,2,10,0,54,62,28,13,400,76,-8,1028.3,-21.8,0,NNE,1.6,Huairou
8306,2014,2,10,1,52,56,16,10,400,79,-9.7,1028.5,-20.8,0,S,0.7,Huairou
8307,2014,2,10,2,10,11,NA,9,400,74,-11.8,1028.1,-19,0,WSW,0.6,Huairou
8308,2014,2,10,3,8,6,4,3,NA,77,-12.8,1028,-19.4,0,WNW,0.9,Huairou
8309,2014,2,10,4,11,15,3,10,600,NA,-13.4,1027.7,-19.1,0,WNW,1.3,Huairou
8310,2014,2,10,5,9,6,3,NA,600,69,-13.3,1027.8,-19.6,0,WNW,1,Huairou
8311,2014,2,10,6,8,6,3,8,500,64,-14,1028.1,-19.3,0,WNW,0.8,Huairou
8312,2014,2,10,7,11,8,3,13,300,57,-13.4,1028.8,-18.4,0,NW,0.6,Huairou
8313,2014,2,10,8,11,11,4,19,500,50,-8.6,1029,-18.7,0,WSW,0.5,Huairou
8314,2014,2,10,9,21,37,12,26,800,43,-5.1,1028.7,-19.6,0,SE,1,Huairou
8315,2014,2,10,10,31,23,38,34,800,48,-4.8,1027.8,-21,0,E,1.3,Huairou
8316,2014,2,10,11,NA,9,47,28,600,62,-4.2,1026.1,-20.5,0,SE,1.4,Huairou
8317,2014,2,10,12,NA,NA,NA,17,800,NA,-2.9,1024.8,-19.3,0,WSW,1.3,Huairou
8318,2014,2,10,13,11,6,43,22,500,72,-1.8,1023.9,-18.8,0,SW,1.4,Huairou
8319,2014,2,10,14,21,6,30,18,400,76,-1.9,1023,-18.9,0,S,1.8,Huairou
8320,2014,2,10,15,23,6,24,14,400,83,-1.1,1022.6,-18.7,0,SW,1.3,Huairou
8321,2014,2,10,16,25,6,25,18,400,84,-2.8,1022.3,-18.8,0,S,1.1,Huairou
8322,2014,2,10,17,28,22,31,37,500,67,-4.3,1022.5,-18.2,0,WNW,0.7,Huairou
8323,2014,2,10,18,28,18,28,64,600,40,-6.5,1022.5,-16.5,0,WNW,1,Huairou
8324,2014,2,10,19,41,35,26,79,800,24,-7.9,1022.8,-16.1,0,WNW,1.2,Huairou
8325,2014,2,10,20,49,50,29,80,1000,15,-8.8,1022.6,-16.2,0,NW,1,Huairou
8326,2014,2,10,21,66,56,21,70,1500,13,-10,1022.7,-16.3,0,WNW,0.9,Huairou
8327,2014,2,10,22,53,46,18,49,1200,28,-10.5,1022.3,-16.4,0,NE,0.7,Huairou
8328,2014,2,10,23,50,25,16,40,1100,32,-11.6,1021.9,-15.8,0,WNW,0.9,Huairou
8089,2014,2,1,0,162,189,60,53,2100,3,1.6,1014.5,-1,0,SSW,0.9,Nongzhanguan
8090,2014,2,1,1,161,176,49,50,1900,4,1.8,1014.7,-1.6,0,NE,0.9,Nongzhanguan
8091,2014,2,1,2,158,167,77,59,1600,4,1.8,1014.2,-3.5,0,NE,0.9,Nongzhanguan
8092,2014,2,1,3,150,165,80,60,1600,3,1.8,1013.6,-3.9,0,ENE,1.1,Nongzhanguan
8093,2014,2,1,4,157,160,86,64,1600,3,1.7,1013.3,-4.4,0,NNE,1.7,Nongzhanguan
8094,2014,2,1,5,157,165,84,61,1800,2,1.4,1013.3,-3.9,0,NE,1.2,Nongzhanguan
8095,2014,2,1,6,161,158,93,62,1700,2,1.7,1013.5,-4,0,NW,1.8,Nongzhanguan
8096,2014,2,1,7,160,172,85,60,1800,2,2.1,1013.6,-3.2,0,NNW,2.1,Nongzhanguan
8097,2014,2,1,8,170,176,105,64,1800,1,2.4,1013.7,-2.3,0,NNW,1.2,Nongzhanguan
8098,2014,2,1,9,167,182,117,66,1900,1,2.8,1014.1,-2.1,0,ENE,1.5,Nongzhanguan
8099,2014,2,1,10,164,178,104,63,1800,2,3.2,1013.9,-1.9,0,E,0.7,Nongzhanguan
8100,2014,2,1,11,164,174,96,61,1800,3,3.5,1013,-1.5,0,E,1.2,Nongzhanguan
8101,2014,2,1,12,148,153,80,53,1700,7,3.6,1012,-0.1,0,E,1.4,Nongzhanguan
8102,2014,2,1,13,125,122,70,50,1700,8,3.9,1011,0.2,0,ESE,1.9,Nongzhanguan
8103,2014,2,1,14,142,148,74,51,1800,9,4.2,1010.6,0,0,SSE,1.5,Nongzhanguan
8104,2014,2,1,15,123,127,63,43,1800,15,3.7,1010.5,0.7,0,SE,1.7,Nongzhanguan
8105,2014,2,1,16,121,119,59,47,1900,11,3.3,1009.8,0.7,0,ESE,2.2,Nongzhanguan
8106,2014,2,1,17,108,91,50,47,2200,4,3.1,1009.6,0.8,0,SE,2.2,Nongzhanguan
8107,2014,2,1,18,105,92,45,51,2200,2,2.9,1009.5,0.6,0,S,1.3,Nongzhanguan
